
**===== Multi-Run PSO with Local Optimizer Is Used ========**

 Run	 RMSE1		 RMSE2
1	1.929533	1.480530
2	1.400471	1.400353
3	1.400352	1.400200
4	1.396135	1.395864
5	1.394441	1.393932

**================== PSO Parameters Used ==================**
seed1:25972
seed2:11653
dimension : 16
num_particles: 50
max_num_iterations per run allowed: 500
maxRun for multi-run PSO: 5
total wall-clock time: 35.000000
best rmse : 1.393932

**================= Optimal Model Parameters =================**
663.583797
1.581543
-1288.890241
2656.967313
0.651916
0.115366
3.000000
7.000000
5239.581939
2.309383
4376.282144
4685.664932
1.967749
0.000000
3.000000
7.000000

**================= DFT Energy and Fitted Energy =================**
3.288620	1.950000	2.913679	3.105246	3.391163
3.336594	2.000000	2.963679	0.385994	0.913318
3.432715	2.100000	3.063679	-3.731421	-2.726215
3.529052	2.200000	3.163679	-6.489670	-5.102450
3.625588	2.300000	3.263679	-8.262641	-6.620426
3.722306	2.400000	3.363679	-9.335351	-7.547031
3.819193	2.500000	3.463679	-9.915668	-8.061848
3.916237	2.600000	3.563679	-10.145486	-8.288040
4.013426	2.700000	3.663679	-10.136182	-8.311524
4.110750	2.800000	3.763679	-9.958420	-8.193138
4.305765	3.000000	3.963679	-9.314820	-7.693249
4.501218	3.200000	4.163679	-8.502609	-7.013050
4.893227	3.600000	4.563679	-6.867020	-5.538360
5.286433	4.000000	4.963679	-5.487407	-4.203710
5.779252	4.500000	5.463679	-4.196017	-2.878569
6.273207	5.000000	5.963679	-3.279862	-1.913966
7.263600	6.000000	6.963679	-2.185576	-0.761383
8.256309	7.000000	7.963679	-1.569680	-0.214547
9.250589	8.000000	8.963679	-1.211542	0.037772
11.242194	10.000000	10.963679	-0.741897	0.192079
13.236330	12.000000	12.963679	-0.522489	0.197241
15.232004	14.000000	14.963679	-0.380944	0.170304
18.227293	17.000000	17.963679	-0.259558	0.126840
21.223913	20.000000	20.963679	-0.186155	0.093478
24.721006	23.500000	24.463679	-0.133342	0.066607
28.218820	27.000000	27.963679	-0.099637	0.048682
3.019810	1.840310	2.073065	96.357810	96.065788
3.118647	1.937207	2.170615	73.409772	72.747543
3.217555	2.034404	2.268378	55.570822	55.583771
3.316529	2.131861	2.366328	41.848531	42.780569
3.415563	2.229542	2.464443	31.365839	33.124053
3.514652	2.327421	2.562703	23.445650	25.774777
3.613791	2.425473	2.661094	17.495188	20.140631
3.712976	2.523678	2.759599	13.061427	15.796474
3.812204	2.622018	2.858209	9.757683	12.432181
3.911471	2.720480	2.956912	7.340881	9.818358
4.010774	2.819049	3.055699	5.572442	7.783256
4.110111	2.917717	3.154563	4.272635	6.196927
4.209480	3.016471	3.253496	3.334885	4.960159
4.408303	3.214212	3.451547	2.208100	3.247202
4.607227	3.412216	3.649811	1.673873	2.216631
4.706724	3.511303	3.749012	1.537217	1.871200
4.806241	3.610440	3.848254	1.455961	1.607317
4.905778	3.709624	3.947535	1.408632	1.407400
5.005334	3.808850	4.046850	1.387771	1.257548
5.104907	3.908116	4.146199	1.386291	1.146751
5.602999	4.404943	4.643363	1.415507	0.929366
6.101404	4.902415	5.141077	1.416777	0.929466
6.600050	5.400354	5.639195	1.364987	0.956611
7.098886	5.898641	6.137619	1.283516	0.962549
8.096990	6.895960	7.135129	1.047422	0.903423
9.095510	7.893958	8.133251	0.889000	0.796130
10.094323	8.892405	9.131783	0.715985	0.681521
11.093350	9.891166	10.130606	0.628185	0.576965
12.092538	10.890155	11.129639	0.530884	0.487384
13.091850	11.889313	12.128832	0.418136	0.412635
14.091259	12.888602	13.128148	0.393435	0.350886
15.090747	13.887994	14.127561	0.345930	0.299980
17.089902	15.887006	16.126604	0.269592	0.223052
19.089235	17.886240	18.125859	0.218256	0.169598
21.088694	19.885627	20.125262	0.180524	0.131615
24.088050	22.884909	23.124560	0.140279	0.093039
27.087550	25.884358	26.124019	0.112483	0.068051
5.147264	5.147264	4.500000	5.141171	3.678093
5.246185	5.246185	4.600000	4.969657	3.491536
5.345146	5.345146	4.700000	4.810492	3.324361
5.444144	5.444144	4.800000	4.650359	3.173568
5.543179	5.543179	4.900000	4.506709	3.036694
5.642248	5.642248	5.000000	4.364317	2.911708
5.741349	5.741349	5.100000	4.230952	2.796935
5.840480	5.840480	5.200000	4.101348	2.690984
5.939641	5.939641	5.300000	3.981006	2.592699
6.038830	6.038830	5.400000	3.870843	2.501114
6.138044	6.138044	5.500000	3.756382	2.415423
6.634472	6.634472	6.000000	3.244972	2.054941
7.131398	7.131398	6.500000	2.817465	1.773720
7.628727	7.628727	7.000000	2.453545	1.545163
8.126383	8.126383	7.500000	2.165393	1.355033
8.624310	8.624310	8.000000	1.928993	1.194654
9.620810	9.620810	9.000000	1.523966	0.941134
10.617968	10.617968	10.000000	1.255433	0.753069
11.615614	11.615614	11.000000	1.067509	0.610976
12.613634	12.613634	12.000000	0.861997	0.501903
13.611944	13.611944	13.000000	0.746491	0.416960
15.109828	15.109828	14.500000	0.606065	0.321696
16.608094	16.608094	16.000000	0.499945	0.253142
18.606217	18.606217	18.000000	0.397174	0.188791
20.604704	20.604704	20.000000	0.323385	0.144427
23.602915	23.602915	23.000000	0.246409	0.100516
26.601529	26.601529	26.000000	0.194352	0.072704
29.600424	29.600424	29.000000	0.157521	0.054255
32.599523	32.599523	32.000000	0.130510	0.041547
35.598773	35.598773	35.000000	0.110138	0.032511
2.336912	2.336912	2.800000	5.547574	-1.637726
2.384239	2.384239	2.850000	2.890166	-3.354100
2.431673	2.431673	2.900000	0.613472	-4.789793
2.479208	2.479208	2.950000	-1.327147	-5.985009
2.526837	2.526837	3.000000	-2.967040	-6.973874
2.622362	2.622362	3.100000	-5.506741	-8.444513
2.718208	2.718208	3.200000	-7.271685	-9.387090
2.814344	2.814344	3.300000	-8.451606	-9.938039
2.910740	2.910740	3.400000	-9.174409	-10.198712
3.007371	3.007371	3.500000	-9.589352	-10.245009
3.104215	3.104215	3.600000	-9.769468	-10.134153
3.201254	3.201254	3.700000	-9.761388	-9.909517
3.298470	3.298470	3.800000	-9.627050	-9.604104
3.395847	3.395847	3.900000	-9.407803	-9.243085
3.493372	3.493372	4.000000	-9.139562	-8.845672
3.688821	3.688821	4.200000	-8.489698	-7.996731
3.884733	3.884733	4.400000	-7.800921	-7.136845
4.179327	4.179327	4.700000	-6.812254	-5.918089
4.474639	4.474639	5.000000	-5.945378	-4.840419
4.968075	4.968075	5.500000	-4.757978	-3.393179
5.462704	5.462704	6.000000	-3.875376	-2.335637
6.454447	6.454447	7.000000	-2.745909	-1.049649
7.448397	7.448397	8.000000	-2.047362	-0.414891
9.440133	9.440133	10.000000	-1.279462	0.046849
12.432713	12.432713	13.000000	-0.756383	0.154564
16.427030	16.427030	17.000000	-0.440911	0.123879
20.923233	20.923233	21.500000	-0.272806	0.081933
26.420347	26.420347	27.000000	-0.170566	0.050119
32.418316	32.418316	33.000000	-0.112122	0.031079
3.198218	3.198218	3.124907	5.046914	3.073858
3.246705	3.246705	3.174514	4.344226	2.463962
3.295238	3.295238	3.224134	3.739206	1.933312
3.343815	3.343815	3.273766	3.221878	1.472654
3.392432	3.392432	3.323408	2.776747	1.073823
3.441089	3.441089	3.373061	2.395936	0.729612
3.489784	3.489784	3.422724	2.070896	0.433646
3.587282	3.587282	3.522079	1.539385	-0.035451
3.684915	3.684915	3.621469	1.161089	-0.371275
3.782670	3.782670	3.720892	0.883351	-0.603539
3.880541	3.880541	3.820346	0.695455	-0.755637
3.978517	3.978517	3.919827	0.557418	-0.846018
4.076591	4.076591	4.019333	0.460084	-0.889234
4.174757	4.174757	4.118864	0.401313	-0.896768
4.273008	4.273008	4.218417	0.356088	-0.877670
4.371338	4.371338	4.317990	0.329208	-0.839065
4.469742	4.469742	4.417583	0.308683	-0.786549
4.568216	4.568216	4.517194	0.297741	-0.724500
5.061482	5.061482	5.015480	0.302665	-0.366850
5.358040	5.358040	5.314606	0.315759	-0.166514
5.654962	5.654962	5.613826	0.318870	0.003842
5.952193	5.952193	5.913124	0.320579	0.141862
6.249688	6.249688	6.212491	0.301863	0.249757
6.547411	6.547411	6.511915	0.276191	0.331494
6.845334	6.845334	6.811391	0.248389	0.391418
7.143430	7.143430	7.110910	0.240266	0.433625
7.441680	7.441680	7.410468	0.225504	0.461705
7.740064	7.740064	7.710061	0.219193	0.478682
8.038569	8.038569	8.009684	0.193977	0.487041
8.536310	8.536310	8.509115	0.162710	0.487088
9.034301	9.034301	9.008609	0.122125	0.475548
9.532502	9.532502	9.508157	0.126514	0.457100
10.030882	10.030882	10.007749	0.117621	0.434847
10.529416	10.529416	10.507380	0.114238	0.410818
11.028082	11.028082	11.007045	0.104542	0.386318
3.105708	3.105708	3.601540	-9.770754	-10.131460
3.075158	3.136788	3.601540	-9.771819	-10.130358
3.045190	3.168343	3.601540	-9.781463	-10.127007
3.015858	3.200322	3.601540	-9.806989	-10.121278
2.987218	3.232674	3.601540	-9.840974	-10.112956
2.959326	3.265349	3.601540	-9.882124	-10.101747
2.932237	3.298298	3.601540	-9.927405	-10.087287
2.906007	3.331474	3.601540	-9.978737	-10.069145
2.880691	3.364830	3.601540	-10.036541	-10.046837
2.856346	3.398320	3.601540	-10.099686	-10.019836
2.833026	3.431901	3.601540	-10.165543	-9.987583
2.810787	3.465530	3.601540	-10.231382	-9.949497
2.789680	3.499164	3.601540	-10.299619	-9.904990
2.769758	3.532764	3.601540	-10.359623	-9.853480
2.751071	3.566290	3.601540	-10.415298	-9.794395
2.733667	3.599703	3.601540	-10.465240	-9.727191
2.717593	3.632967	3.601540	-10.508339	-9.651355
2.702892	3.666045	3.601540	-10.543862	-9.566413
2.689605	3.698904	3.601540	-10.567667	-9.471934
2.677768	3.731509	3.601540	-10.578475	-9.367534
2.675040	3.739616	3.601540	-10.579011	-9.339842
2.672405	3.747705	3.601540	-10.578564	-9.311505
2.669864	3.755776	3.601540	-10.577131	-9.282517
2.667416	3.763827	3.601540	-10.574713	-9.252873
2.658579	3.795827	3.601540	-10.555315	-9.127658
2.651283	3.827479	3.601540	-10.518363	-8.991641
2.645549	3.858753	3.601540	-10.463061	-8.844611
2.641394	3.889621	3.601540	-10.388666	-8.686396
2.638832	3.920054	3.601540	-10.294649	-8.516857
2.639430	3.994066	3.601540	-9.969702	-8.042844
2.650002	4.064810	3.601540	-9.509318	-7.496676
2.670351	4.131929	3.601540	-8.923730	-6.878967
2.700103	4.195097	3.601540	-8.213618	-6.192204
2.738728	4.254021	3.601540	-7.393434	-5.441285
2.785572	4.308434	3.601540	-6.477829	-4.633867
2.839881	4.358099	3.601540	-5.489895	-3.780305
2.900835	4.402805	3.601540	-4.458115	-2.893156
2.967576	4.442365	3.601540	-3.399390	-1.986371
3.039232	4.476619	3.601540	-2.332650	-1.074348
3.114939	4.505430	3.601540	-1.271775	-0.171072
3.193853	4.528684	3.601540	-0.247310	0.710588
3.275164	4.546291	3.601540	0.750465	1.559320
3.358103	4.558182	3.601540	1.700505	2.365601
3.441943	4.564312	3.601540	2.596800	3.121721
3.526005	4.564658	3.601540	3.433909	3.821689
3.609656	4.559218	3.601540	4.202643	4.461038
3.692308	4.548013	3.601540	4.905728	5.036597
3.163026	3.163026	3.126298	4.413646	2.344781
3.192152	3.192152	3.155763	3.990607	1.989969
3.221294	3.221294	3.185238	3.604175	1.664166
3.250452	3.250452	3.214723	3.252246	1.365287
3.279624	3.279624	3.244217	2.932508	1.091398
